text,label
त्यसपछि नेपालको दुर्भाग्य को सुरुवात भयो।।,0
म सानो हुदा माउबादि घर गाउँ तिर अाए र बुबालाई जबर्जस्ती अाफ्नो लडाइँ मा लिन्थियो र बुबा भागेर एेक्लै जङ्गल जान्थे,0
पुस्पलालको समुहबाट २०२८ देखि कम्युनिस्टमा लागेको सत्य हो तर मसालमा आबद्द  भएको २०४१ होइन २०४० मा हो।,1
राजा मन पर्ने️️️,1
आतंककारी लाई ल्याउनु नैतिकता हराउनु हो,0
"जनयुद्ध देखि जन आन्दोलन सम्मको स्मरण गराउनु भएकोमा धन्यवाद ,",1
"कम्युनिष्टहरूले नेपालमा षडयन्त्र गरे, दीपेन्द्र साहलाई दोषी ठहराइयो, ज्ञानेन्द शाह बदनाम गरिएको थियो र शक्ति वामपन्थीहरूको हातमा आयो। रुसको जार सम्राटलाई कसले मार्यो?वामपंथी को काम झूट बोल्नु र शक्ति प्रयोग गर्नु हो।",0
एउटा राजा ले कहिले जनता को कु भलो चिताउदैन भन्ने कुरा हाम्रा सम्राट ज्ञानेन्द्र शाह बाट थाह पाउन सकिन्छ ।।,1
सति ले सरापेको देश हाम्रो नेपाल,0
नयाँ नेपाल को जनयुद्ध त धन युद्द मा परिनत पो भए छ!!!!!!सब नेताहरु क्माउनिस्त जुका भैइ देश चुसेका छ्न!!!!,0
"जय मुलुक , जय राज मुकुट !",1
1:00 आरुघाट मैरो गाउँ हो।,2
प्रचण्डे प्रधानमन्त्री हुँदा आएको थियो।,2
क्यार्नु कालोमोसो दलेर पठाउन मन थियो सानै थिए। यो भाते भ्रष्टाचारीको भाषण सुने बसे।,0
नेपाली जनता जनता मा युद्ध गरार अहिले बिन्दास को जीवन बाचिरा छ प्रचण्डे आतंककारी,0
३-खर्व -३२००००००० माथि मावोवादी दमन गरेको पैसा नेपाली जनता ले भ्रष्टाचार गरेको भएपनि नेपाली जनता केहि समय खुल्ला सास फेर्न सक्थे जनता मा आएको पैसाले आजको जस्तै मन्दिर र सास्कृतिक कार्यक्रम मा खर्च हुने थियो जुन आज देखिन्छ,0
"सेनाको बिरगती हुदा आतंककारीले ""सखाप"" पार्यो भन्ने शब्द अपाच्य भयो",0
देश द्रोही हत्यारा हरु इनिहरु नमरी देशवासी ले सुख पाउदैनन,0
यो video बाट के थाहा भारतीय र अमेरिका ल्याएको लोकतान्त्र रहेछ नेपाल मा,2
प्रचण्ड ज्यू ले नेपाल आमा लाई प्रचण्ड सताएका छन् ।,0
कहानी सुन्दा त राजा नै ठीक जस्तो लाग्यो,1
क्रान्तिकारी समाजवाद साम्यवाद नया नेपाल भने को थियो तर केही उपलब्धि भयन,0
ज्ञानेन्द्र ले पहिले नै प्रचण्ड सित सम्झौता गरेको भए सायद राजतन्त्र बच्थ्यो,1
ज्ञानेन्द्र ले उतिबेला सबै नेतालाई जेल कोचेको भए र आन्दोलन लाई दबाएको भए केइ हुन्थो की,0
हेरनु परने तस्बिरहरू,2
"याे देशमा लाेभीपापीहरू किरा सांग्लाहरू छ्यापछ्यापति छन अनि मुर्खताले भरिपुर्ण हामी नेपाली जनता, जसले गर्दा याेदेश कहिलै उभाेलाग्ने छाँटकाँट छैन ... अबत ठुलाे भुकम्पले एकपटक याेदेश तहसनहस भएमात्रै केहिहाेला ....",0
सुरु मै जरै शीत उखाल्नु पर्थ्यो माओवादी लाई,0
राजा लाई जन्ता को माया लागेर मात्र हो prachande बाचेको,1
यि दलाल नेता भन्दा राजा 100 गुना राम्रो !!,1
tyahi jholey लाडो त्यो बेला त खुब गणतन्त्र  चाइन्छ भन्ने हरु अहिले आएर राजा चाइयो भन्छ।मरेको बाउ आमा लाई आइजो भन्दा आउँछ।,0
के राजा बिरेन्द्रको पालामा सेना परिचालन भएको थिएन हो,2
अाखिर   असक्षम   नेताको  कारण   देश  खतम  भयो  ।,0
हत्यारा छबिलाल दहाल रात्रेस को अनेक नाम अर्क बाबुरामा भटटाराई राक्षेले राज्यो कोषबाट राक्षेस को डिग्रपास गरेर तालम प्रप्तगरी नेपाल आए पछी देशका जनता को हत्यागर्न सक्रिय भए ?,0
जय हिन्दु राष्ट्र नेपाल,1
हाम्रोमा सबभन्दा सान्ती न माउबादी न सेना,2
जनयुद्ध सम्बन्धि धेरै कुरा भ्रामक र असत्य छन् यसले जनयुद्धलाई गलत सावित गर्न खोजेको देखियो।,0
यस्तै यस्तै ल्याङले देश ऊभो नलागेको ।,0
राजा धेरै सोझा र उद्दारवादी भएको कारण आज आतंककारीहरुले रजाइँ गर्न पाएका छन् ।,0
हजुर काे याे भिडियाे ठिक लाग्याे मलाई कपि लिङक गर्न अनुमति दिनुहुन अनुराेध गर्दछु,1
अहिले त्यही राजा मलाई ठिक लाग्यो बरु,1
आतंककारी हरु मुर्दावाद।,0
जनयुद्ध राजा र आतंककारी को हैन नेपाली जनता र बिदेशी शक्ति को हो यो कुरा सबै नेपाली जनताले बुझन जरुरी छ ।,2
जो गर्यो गिरिजा ले गर्यो यसरी बुझ्दा,2
अब त मुल्री नै पर्दैन,0
सॅघषॅको ठूलो ईतिहास बोकेको ब्यत्तीहो प्रचण्ड लाल सलाम,1
यो भिडियो हेर्दा राजा नै ठिक लागो,1
य आज आयर यो भिडियो देखाउन लाज लागेन यो सबै पापलागेको हो नेपालीहरु लाई राजा बीरेन्द्रको परिवारको आसु लागेको हो प्रचन्ड ले देश सखाप बनाको आज थाहा भयो साला स्वाथि हरु नेपाल 🇳🇵 को सान भनेको राजाहो जो हामिले गुमाएका छौ अजै केहि बिग्रियको छैन राजा ल्याउ देश बचाउ अभियान सञ्चालन हुनुपर्छ धन्यवाद जय देश जय नरेश जय नेपाल 🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵,0
यो जित कस्को जनता को रे।। लामो जस्तो देख्दैछौ होला अहिले,0
सब लाई आगो लगायर मार्नु पर्छ,0
बिचरा प्रचंड ले धेरै मेहनत गरेको रैछन।,1
जय होस्,1
यो राजा र भारतीय इसाई मोर्चाको लडाइँ थियो।सोनिया गान्धी सङ को लडाइँ थियो।,0
सर्बाहारा बर्गको लागि जनयुद्ध आबस्यक छ तर प्रचण्डले माओवाद को बिचार लागू गरेनन,0
माओ को नक्कल के गर्छौं गर्नौ छ भने राजा महेन्द्र को महेन्द्र पथ को नक्कल गर । यो माओ बाद यो देशलाई सुहाउँदैन ।,0
यता हाम्रो भारतमा त मामुली पुलिसको हातमा पनि ए के ४७ छ उता नेपालमा त आर्मीको हातमा अहिले २१सौ शताब्दीमा पनि ए के ४७ छैन कहिल्यै हौ...भारत सित भिड़न्त भयो भने नेपाललाई धूलो पिठो बनाउँछ....,0
खुकुरी त छेऊमा नै पुग्नु पर्छ तर आधुनिक हतियारहरू अरबौं छ भारतको अस्त्र भण्डारमा..,2
यस्तैलठ्ठकले देस खाए जनता खाए।,0
नेपाल,2
"माओबादीमा लागेर लुटि खान पल्केका केही मान्छेहरु, NGO/INGO मा लागेका जनजाती भित्रका टाठा बाठा र ईसाईमा लागेर Easy money $ खान पल्केका मान्छेहरुले २०६२/६३ पछि एकिकरण गरेर यो देश खडा गरेका राजा र राज परिबारका सदस्यहरुको बिरुद्दमा जनजाती र किराँती समुदायमा गएर एक तर्फी रुपमा मन लाग्दी कुरा गरेर ब्यापक भ्रम फैलाए त्यसैको फलस्वरुप २०६२/६३ पछि मात्रै २५ लाख भन्दा बढी आदिबासि जनजातीलाई जातीय पहिचानको मुद्दा उचाल्न लगाएर ठूलो सन्ख्यामा जनजाती समुदायलाई आफ्नो धर्म, सस्कृतीको जगेर्नाको निम्ती अब फेरि कहिल्यै पनि उठ्न नसक्ने बाताबरण बनाई सदियौ देखिको जातिय पहिचान मेटाएर ईसाईकरणको जालोमा फसाईएको छ!",0
१७ वर्ष को मानिस ले हत्यार उठाउदै मान्छे मार्नु जनता को युद्ध थिएन। विदेशी को बुई चढेर विदेशी को ईच्छा पूर्ति को लागि अाफ्नाे देश को सर्वसाधारण मान्छे मार्दै हिँड्नु जनता को युद्ध कदापि हुन सक्दैन।,0
३खर्व +320000000 माथि  उ बेलाको खर्च आज को ३२ खर्ब रुपैयाँ लगानि ले मान्छे मार्ने उद्योगी राजदरबार,0
१ वर्गिय मुक्तिको लडाइ,2
२ जातिय भेदभावमा मुक्तिको लडाइ,2
४महिला सोषण हिङ्सा बिरुद्ध को लडाइ,2
साला चोर नेताहरु,0
दानव युद्धलाई जनयुद्ध देख्ने र लेख्ने पनि दानव नै हो।,0
पचास लाख हो टाउकोको मुल्य,2
सबै डाकु हरु,0
यो  युद्ध  गरेर   मर्ने   गर्नेहरुले   पापको  भारी  मात्र  बोकेर  गए  .....  माववादी  मुर्दावाद ।,0
यो आफनी आमा बेचने दलाल हो,0
घण्टा ज्यानमाराको जिबन्व्व औनाउछस गशा,0
यो एक सत्त्य हो बिरेन्द्र हत्त्या कान्ड मा ठूलो हात ज्ञयाने नै हो,0
राजा लाई झुकाउन अन्तरास्ट्रिय राजनीति को ठूलो हात छ,0
ठठठठठछछछ,2
लोकतान्त्रिक संविधान स्थापना गरेर सफल भएको महान नेता कमरेड प्रचण्ड,1
"भारतकाे मतियार भएर नेपाल सिध्याउने खेलहाे जनयुद्द।नाम माअाेबादी काम समाजबादी बाट संचालित नेपाललाई साना साना पर्देश  मा बिखन्डनगरि भारतलाई निल्न सजिलाे बनाईयाे। हाल नेपालकाे राजनिती तहसनहस बनायाे।हाल १७००० हजार जनताकाे रगत पिईएकाे पर्चण्ड हाल बिलासिता,   अईस, अाराम साथथैनेपालसक्ने राजनिती मस्त छन पर्चण्ड।",0
गिरीजा पनिसहि मानिस रहेनछन्।कुरो सुन्दा।,0
लोकतन्त्र गणतन्त्र स्थापना गरेर सफल भएको महान नेता कमरेड प्रचण्ड,1
यो मूला पत्रकारलाई कम्युनिष्ट पार्टी इतिहासको राम्रो जाकारी नै रहेनछ  हावा तालमा बोलिरहेछ।,0
नचाहिदो गफ मात्रै रहेछ,0
प्रचण्ड डोन हुन आजका अरु झारपात नेता हरुको तुलनामा,2
प्रचण्ड 17000 हजार को हत्यारा हो,0
"ज्ञानेन्द्र क्रुर, स्वार्थी र धोकेबाज नभएको भए गिरिजा र देउवा राजाको पक्ष मा हुन्थे र सेनालाई गिरिजा पार्टीको समर्थन हुन्थ्यो र सेना ले माओवादी लाई विस्थापित गरिदिने थियो।",2
"यस्तो क्रुर भइमरा राजा लाई ""राजा आउ देश बचाउ भन्नु काे कुनै औचित्य छैन।",0
सुनेर हेरेर नअघाउने सम्वाद साह्रै खुसी लाग्यो धेरैको जीवन वदलियोस सबैलाई शुभकामना   फटाहा नेताकार्यकर्ता भन्दा उहालाई पुन: देख्न पाइयोस,1
२ वर्ष देखि यो कार्यक्रम हेर्दै आइरहेको छू मेरो जीवन शैली नै परिवर्तन भएको छ धन्यवाद टीकाराम दाई ....,1
यो अन्तर्बाता हेरे पछि आज बाट मेरो सुरु भो,2
असाध्यै उपयोगी तथा सपाट अन्तर्वार्ता । पात्र द्वयमा नमन् । प्रश्न कर्ता र उत्तरदाता बीचको लय मिलेको वा साँच्चै तमसोमा ज्योर्तिगमय:,1
"विषयवस्तुमा विविधता, प्रखर बौद्धिक व्यक्तित्वका धनी, नेपाली भाषाको उच्चारणमा शुद्धता, शब्द चयन को म सदा प्रसंसक हुँ।",1
"एकदमै राम्रो भाग हेर्न पाइयो । धन्यबाद टिका सर । मेरो एउटै मात्र जिज्ञासा बाँकी रह्यो सर  अफिसमा काम गर्ने र दिनभरी शारीरिक परिश्रम गर्ने व्यक्तिहरुको दैनिक आहार कसरी एउटै हुन सक्छ र होइन ? (सायद यसलाई पनि व्यायामको कोटिमा नै राख्न सकिन्छ होला)। अनि अर्को कुरा यदि युरिक एसिड भएको छ भने गेडागुडी खान हुदैन भन्छ नि त, अनि उनीहरुले कसरी जमिनमा फलेको खाना खान सक्छन र होइन ?  अर्को पटक कृपया यसबारे पनि जिज्ञासा राखिदिनु होला।",1
एउटा स्वास्थ ब्याक्तीको हजारौं सपनाहरु होलान्,1
तर बिरामी ब्याक्तीको एउटामात्र सपना हुन्छ,0
रोगबाट मुक्ती ️वा वा डा: साब धन्यवाद,1
टीकारामज्यू दोस्रो भागको प्रतीक्षामा छौं ।,2
दुबै जनालाई धन्यवाद,1
अति नै उपयोगी लाग्यो । डा. साबको आर्को भाग पनि छिट्टै ल्याउनु पर्यो है टिकाराम सर ।,1
एउटा स्वास्थ ब्यक्तीको हजारौं सपनाहरु होलान्,1
तर बिरामी ब्यक्तीको एउटामात्र सपना हुन्छ,2
रोगबाट मुक्ती! वा डा: साब धन्यवाद,1
यस्तै खालकाे अन्तरवार्ता  फेरि फेरि हेर्न पाउ।धेरै  नै राम्रो ।धेरै धेरै धन्यवाद हजुरहरुलाई।,1
"वाँह वाँह क्या गजब लाईन भन्नुभयो सर अन्त्यमा,एउटा स्वस्थ मान्छेको हजारौ सपना होला तर एउटा रोगीको एउटै मात्र सपना हुन्छ त्यो हो सारा मेरा पैसा ,धनसम्पती लैजाऊ बस मलाई निको बनाऊ ।",1
उहाजस्तो मान्छेलाई नेपालिमाझ ल्याउनु भन्यकोमा यातृजिलाइ साधुबाद। उहाँ जस्तो महान डाक्टर लाई बुझ्न एक एपिसोड प्रयाप्त छैन।,1
अत्यन्तै उपयोगी अन्तर्वार्ता टिकाराम सर अनि डाक्टरसाव दुवैजनालाइ धेरै धन्यवाद।,1
"तमसोमा जोतिर्गमय यो कार्यक्रम ले मेरो सोच्ने शैली , जीवन शैली न बदलेको छ। धन्यवाद टीका जि , धन्यवाद डाक्टरसाब ।",1
"अब भान्सा परिवर्तन भन्ने कुरा सुनियो बुझियो तर के के परिवर्तन गर्ने के खाने, कति खाने, तेस्को लिमिट,परिणाम,समय, तरिका को बारेमा अझै गहिराइमा बुझाउन पाए आभारी हुने थिय।",2
"यो अलि डाक्टरि भाषा मा भयो ,खानेकुरा चाहिँ बिस्तृत रुपमा भनिदिनु भएको भए आभारी हुन्थिम",1
आजको अन्तरक्रिया सारै मन पर्यो।एकदम जीवन उपयोगी लाग्यो। टिकाराम जि र डाक्टर साब को आजको बहस ले धेरै कुरा सिक्ने अवसर पायौं।🇳🇵,1
खास DR पढेको बेक्ती भनेको उहाँ नै हो।म मुटु रोगी हु सो सुनेर आदा बिरामी सन्चो भयको महसुस भयो। कोसिस गर्ने छु यो भन्सा सुधार प्रयोजन गर्न।,1
"सारै राम्रो जानकारि दिनु भयो हजुर ले ,Dr साब दिनभरी एसरी बोली रहनु भयो भने पनि म एक सेकेन्ड यत उता नगै सुन्न सक्छु ,कति मिठो बोली ",1
उहाँलाई ध्यानले सुन्नुहोस् । खानपान र जीवनशैलीमा जोड दिऔं । जनस्वास्थ्यका कुरा पहिला गरौं अनि मात्र औषधि उपचारका लागि अस्पताल दौडने गरौं ।,1
टीकाराम सर हजूर को शुद्ध नेपाली उच्चारण देखि एक दम सलाम गर्छु सर,1
अत्यन्तै महत्वपुर्ण र जानकारीमुलक कार्यक्रम ️,1
अति आवश्यक कुरा गर्नुभएको डाक्टर साबले धन्यवाद ह्जुर फेरि अर्को भाग हेर्न इच्छा छ छिटो अर्को भागको तयारी गर्नुहोला ।,1
असाध्यै उपयोगी तथा सपाट अन्तर्वार्ता । पात्र द्वयमा नमन् । प्रश्न कर्ता र उत्तरदाता बीचको लय मिलेको वा साँच्चै तमसोमा ज्योर्तिगमय:,1
उत्कृष्ट लागो यात्री जि अर्को अध्याय को पर्खाइमा छु,1
घेरै ज्ञान वर्धक लाग्यो फेरि दोस्रो वसाई होस,1
आधुनिक चिकित्साशास्त्रले केही  फैलाएको भ्रमलाइ चिरफार गरि दिएकोमा उहाँ पनि pHD  एलोपेथिक डा. बिस्वरुप राय चौधरी जिको  लाइनमा  लामबध्द भएकोमा पुन : सधन्यबाद।,1
धेरै प्रभावकारी अन्तरबार्ता । मेरो भान्सा परिवर्तन गर्न धेरै जनाको सहमति हुनु जरुरी छ।,1
जिवनमा पहिलो पटक होला सायद पूरा अन्तरबार्ता सुनेको ।। अन्तरबार्ता सुनेर एकदमै मज्जा आयो । तर केही कुराहरूमा चाहेर पनि डाक्टर साबले भने जस्तो गर्न नसकिने जस्तो लाग्यो तर सक्ने कुराहरुमा प्रयास हमेसा जारी रहनेछ ।। आशा छ आउदा दिनहरुमा पनि पटक पटक सुन्न देख्न पाइयोस्,1
यो अहिलेसम्म सुनेको Da .साबको  कुरामा सबभन्दा उत्तम सरलभासा मा ।जिउन सजिलो सस्तो राम्रो मजबुत जिबन शैली,1
please sir अर्को भाग blood pressure काे बारेमा बनाउँनु होला ।,2
धेरैधेरै धन्यबाद,1
तमसोमा ज्योतिर्गमय:अतिनै महत्वपूर्ण बिषयमा डाक्टरसाब संग अन्तरबार्ता लिईदिनुभएको मा,1
यो भिडियो हेरेर म लगायत सम्पूर्ण नेपालीहरूँको दैनिकी परिबर्तन होस र रोगपूर्ण ज़िन्दगी बीतोस,1
अत्यन्त उपयोगी ! दुबै सरहरुलाइ धन्यवाद !,1
डा साव सँग अन्तरवार्ता धेरै रमाईलाे लाग्याे।आगामिदिनमा अझै सुन्न पाउँ।,1
आशा छ  यो अन्तर्वार्ता हेरेर हामी सबै को स्वास्थ्यमा सुधार आउनेछ।,1
"यत्तिको सरल,स्पष्ट वक्ता डाक्टर देखेको थिइनँ ।",1
"मोटे हरुको लागि भन्यो, हामी जस्ता लुते हरुको लागि नि एउटा भिडियो बनाउन पर्यो सर। यो धादली भयो। नत्र मुद्धा हाल्छू",0
सरल जिवनयापन जिउन सजिलो हुने तरिका बुझाइदीएकोमा धन्यवाद दुबै जनालाई ।,1
आहा असाध्यै मन छुने र बुझ्ने कुरा भन्नू भयाे,1
खुशी लाग्याे धन्यवाद दुबै  जनालाई,1
"सारै जीवन उपयाेगी अन्तरबार्ता फेरि सुन्न पाउँ, टीका राम सर, हजुरहरु दुबै जनालाई धन्यवाद ।",1
धेरै राम्रो अन्तरबार्ता️️️️️धन्यवाद दुबैजनालाई,1
जिबन्त उपयोगी कुरा सुन्न पाईयो टिकाराम जि लाई धेरै धेरै धन्यवाद,1
सबै जना ले सुन्नै पर्ने हेर्नै पर्ने भिडियो रहेछ,1
स्वास्थ्य मान्छे को हजारौ सपना हुन्छन होला तर रोगि मान्छे को एउटै सपना हुन्छ कसरि रोग बाट मुक्त हुने  heart touching line dr.,1
टिक सर लाई यो संबन्धको लागि धन्यवाद र डा.  दिलजान यस्तो सरलिकरण साथ बुझाउनु भएकोमा हार्दिक आभार। आसा छ फेरि पनि हाम्रो खान पान को बिषयमा अझा डिटेलमा सुन्न पाइएला।,1
"डा साब र टिकाराम यात्रि सरमा नमन ,,मानि मोटो पनले पिडित छु डा साबको फोन उपलब्ध गराईदिय माजस्तो हाजाैराैं आभारि हुनेथाैं",1
मैले खोजेको नै यहि थियो आज आयर पुरा भयो धन्यवाद,1
"डा दिलसान प्रति हार्दिक नमन, अति नै जीवनोपयोगी संवादका लागि ।",1
अत्यन्त सान्दर्भिक ज्ञान वर्धक जय होस्।  dr sab,1
"धेरै नै राम्रो कुरा, डाक्टर साबलाई ",1
डा साब लाई सदैब  नमन।भन्ने गरिन्छ डाक्टर  सङ को 5 मिनेट  समय सम्बाद ले नै 50% रोग निबारण हुने गर्छ।यो सम्बाद सुनिकन म भावुक र आफ्नो खाना पिन र भान्सा परिवर्तन  गर्छु। अन्तरबार्ता  लिनु हुने सर लाई नि नमन गर्दै अर्को पार्ट सुन्ने छु हस्त हजुर,1
धन्यवाद  टीका सर!!! उपयोगी एपिसोडको लागि। एउटा अर्को कार्यक्रममा पनि ल्याउनुहोला। अनि एउटा प्रश्न पनि सोधिदिनुस न !!! घ्यु पनि धेरै तताएर खान पनि हुदैन भन्ने सुनिन्छ खास यो हो होइन होला?,1
"आजको कार्यक्रम अत्तिनै सन्देश मुलुक उपयोगी ,ज्ञान् बर्धक कुरा सुन्न पाइयो र डा,साब को एउटा शब्द्ले सार्है मन छोयो एउटा स्वास्थ मानिसको हजार सपना हुन्छ भने बिरामी मान्छे को एउटै सपना हुन्छ यो एकदम वास्तविक हो।",1
कति राम्रो ️️️,1
धन्यबाद टीकारामजी!डा.साहेवलाइ पुन: ल्याउनु हाेला।,1
फेरि पनि सुन्न पाईयोस टीका सर्,1
अत्यन्तै  उपयोगी ज्ञानबर्धक knowledge thing,1
हजारौं पटक आयुर्वेदले यिनै कुरामा जोड दिदा अबैग्यानिक हो भन्नेको लर्को लाग्छ,0
आज धेरै कुरा सिक्ने अबसर पाइयो दुबै सरलाइ सलाम  छ   नयाँ भाग हरु आउन  धन्यवाद ।,1
अति राम्रो 🇳🇵,1
धेरै राम्रो लाग्यो यो कार्यक्रम,1
अत्यन्त राम्रो स्वास्थ्य खाना बारेमा र कोलेस्ट्रॉल बारेमा जानकारि । धन्यबाद  एपि १ र डक्टरसाब ।,1
सारै राम्रो अन्तरबार्ता,1
यो कार्यक्रम त सधैं हेर्ने हो तर आजको कार्यक्रम त गज्जबै राम्रो,1
आजको यो अन्तर्वाता एकदमै उत्कृष्ट लाग्यो यात्री जीलाई हृदय देखिनै धन्यवाद दिन चाहन्छु र आगामी दिनमा पनि स्वास्थ्य सम्बन्धी यस्तै  अन्तर्वाताको अपेक्षा गर्छु। साथै डाक्टर साब लाई पनि धेरैधेरै धन्यवाद,1
"आज बाट मैले नि आफ्नो भान्सा र खाने जीवन शैली परिबर्तन गर्ने निधो गरे,अनि यो अन्क को लागि टिका यात्री सर र DR दिलजान सर लाई धेरै धेरै धन्यवाद !",1
सबै भन्दा पहिला आफुलाई माया गरौं,1
अर्काे भागकाे प्रखाईमा छु सारै उपयाेगि अाजै बाट अाफुलाई माया गर्न सुरु हरे,1
मैले  नि करिब एक महिना  भन्दा बढी  २४ घन्टा  मा एक चोटि  मात्रै  खाएर हेरे  ।एक दमै हल्का महसुस  भएको  अनुभव  गरे।,1
निकै सरल तरिकाले सम्झाउनु भो अर्को अन्तरबार्ता को पर्तिछ्य,1
डा सबले भन्नुभए जस्तो 70 % चाहि मैले आफै अबलम्बन गरि सक्या रैछु र अब 30% बाकि रहेछ आज बाट त्यो पनि पुरा गर्ने लक्ष राखे । धन्यवाद छ कार्यक्रम प्रस्तोता टिकाराम यात्री र डा साब दुबै जना लाइ । ️  सबैको कल्याण होस । स्वास्थ्य नै मानिसको प्रमुख धन हो ।,1
"सारा ३ करोड नेपालीको बहुउपयोगी स्वास्थ्य जस्तो सम्बेदनसिल विषयबस्तु उठान गरि शुद्ध नेपाली भाषामा डा. मन्सुर र यात्री सर बाट सुन्न पाइयो, खुसी लाग्यो।",1
यो intermittent fasting विधि मैले २ बर्ष अघि नै प्रयोग गरिसकेको छु। मेरो तौल ८० किलो थियो यो विधि ६ महिना अपनाउदा २४ किलो घटाएँ अहिले म ५६ किलो छु।,2
"यहाँहरुलाई धन्यबाद,ज्यादै उपयाेगि कुराकानी,यस्तै यस्तै सुन्न पाईयाेस,शुभकामना ।",1
अतिउपयोगी अन्तर्वार्ता । असली डाक्टरलाई सुनेको अनुभूति भयो ।,1
"असाध्यै चित्त बुझ्यो, मेरो घरमा यस्तै चलन छ , तेल को भुटुन अहिलेसम्म खाएका छैनौं, बेलुकाको खाना घाम न अस्ताउदै खान्छौं बिहान को नौ बजे, अहिले जे गरियो ठिकै गरियो भन्ने लाग्यो ।",1
छिटाे यसकाे दाेस्राे भाग पनि अाअाेस । धन्यवाद,1
धेरै धेरै धन्यवाद डाक्टरसाप र पत्रकार महोदयलाई सुचनाको लागि।,1
धन्यवाद । टीका सर अनि डाक्टर  दिलजान ।,1
म पन्ध्र दिनमा एकदिन 36 घन्टा ठोस खादिन (पानी मात्रै खान्छु )अब आठ/सोर्हको फर्मुला लागु गर्ने fonform गरे ।,2
दाज्यु नमस्कार ।यो अन्तरवात्रा ले मेरो शरिरमा तरङ्ग ल्याउनेछ ।,1
"यति राम्रो , उपयोगि र जानकारी मुलक सम्बादको निम्ति यहाहरु दुबै जनालाइ हार्दिक धन्यवाद !",1
आहा जिबन उपयोगी ।।आफ्नो स्वास्थ्य को बिशयमा कति मिठा कुरा सिक्न पाइयो।।आज देखि म पनि भान्छा लाइ परिवर्तन गर्ने कोशिश गर्छु।।।मोटोपन ले पिरोलिएको छ,1
अत्यन्तै राम्रो सुझाव । मेरो पनि LDL बढी छ आजकल यो एक बर्ष जति,1
मैले यो अन्तरवार्ता हेरेर आजै देखि किचेनबाट परिवर्तन गर्ने निर्णय गरे।,1
सान्दर्भिक बहस पनि trending मा आउने रहेछ !,1
सुन्छ्न बुझ्छन मत्रै कर्तब्य पूरा गरदैनन तेइ भाको छ्न अजकाल को मनुष्य  हरु भुझेर बुझ पचाउछ्न आफुले खाएको चारा पचाउदैनन,0
"धेरै राम्रो लाग्यो, धन्यवाद टीका सर।",1
"56 minute 6 second को भिडियो कति छिटै सकियो 5 minute जसरी, फेरि हेर्न पाउ कति आनन्द आयो धेरै कुरा सिक्ने अवसर मिल्यो",1
टीका जि अब रेकी अकुप्रेसर र अकुपञ्चर उपचार पद्धतिका वारेमा पनि विज्ञ ल्याउनु है ।,2
मैले तिनपटक सुने अब मनी फ्लोअप गर्छु।,1
"दिनचर्या,रात्रिचर्या, ऋतुचर्या,आदि  कुराहरूमा ध्यान दियौं भने स्वास्थ रहिरहन मदत पुग्छ। (आयुर्वेद )",1
हिजो मात्र सोया सस किनेर ल्याको छुअब केगर्नु... फ्याल्नु कि खानु  एकदामै सरल भासा मा ।।thanks dr.. sir,2
जिबनमा यत्ती भनेको गर्न सक्यो भने स्वास्थ र मस्त रहन सकिने रैछ।,1
नमन,1
म  नि यस्तै गर्दै थीए तर अब चाहि रूल follow गरे है २०२२ बाट अझै पूर्ण रूपले,1
मैले यो कार्यक्रमका कुनै पनि भाग सके सम्म नछुटाइ हेर्ने प्रयास गरेको छु। सबै कार्यक्रम दमदार नै रहन्छन टिकाराम सरको। धेरै नेपालिमा ग्याटृकको समस्या भएको हुदा डाक्टर साब सग पहिलो अर्को एक एपिसोड कार्यक्रम चाहिँ ग्यास्टृक र अल्सर सग सम्बन्धित बनाइ दिनु भयो भने पुरै तीन करोड नेपाली लाभान्वित हुने थिए। अर्को भाग कार्यक्रम हेर्न आतुर छु डाक्टर साबको।,2
एकदमै राम्रो सम्वाद फेरि अर्को इन्टरभ्यु चाहियो डक्टर सापको,1
बधाई छ सुजाव सल्लाह को लागि डाक्टर साव लाई,1
सुनेर हेरेर नाथक्ने  सम्बाद सर डाक्टर साहब र हजुर लाई धेरै धेरै धन्यवाद। शरिरमा के चाहन्छन् के चाहिदैन ्।पुरा ज्ञान भएको डाक्टर साहब भेट्न पाउदा खुशी लाग्यो,1
धन्यवाद सर हजुरहरुलाई,1
दोस्रो भागको प्रतीक्षामा,2
धेरै उपयोगी लाग्यो कति राम्रो सङ बुजाउन सक्ने हुनु हुदो रहेछ खुसी लाग्यो ।।फेरि फेरि देख्न पाउ उहाँ लाई,1
युरिक एसिड को बिरामीहरुको लागी पनी केही कुरा राखीदिनुभयको भय अझै आनन्द आउने थियो,1
डा. साब घरमा बनाएकाे ताेरी मिलमा अाफै पेलेर प्रयाेग गर्दा ठिक कि बेठीक ।,2
नेपाल मा नेपाली हरुको दैनिक जिबन मा आज भोलि धेरै खान पिन  कसैले ख्याल गर्दैनन् अनि अर्को कुरा खानेकुरा पनि आफ्नो वा पराइलाइ देखाउन लागि खान्छन् आफ्नो लागि के उत्तम भोजन हो थाहा छैन ,0
