,text,label
1684,असली मायामा कचेरा पुछ्दै भिडियोकल गरिन्छ,2
1685,कचेरा पुछ्दै भिडियोकल गरिन्छ,2
1686,मेकअप त भ्रम मात्रै हो,2
1687,हेरुम अब के भनी लुकाउछन आफ्नो ज्यादती लाई,0
1688,हेरुम अब के भनी लुकाउछन,2
1689,यस्मा गल्ती दुबै पक्षको देख्छु म चाहिँ,2
1690,गल्ती दुबै पक्षको देख्छु,2
1691,वास्तवमा हामी यो गर्न चाहन्छौं,2
1692,दशै आउनु भनेको कागलाई बेल पाक्यो हर्ष न बिस्मात जस्तै हो,2
1693,कागलाई बेल पाक्यो हर्ष न बिस्मात जस्तै हो,2
1694,खसी बिना दसै कसरी आउछ्,2
1695,दसै कसरी आउछ् ?2,2
1696,सरसफाइ गर्दै गर्दा को फोटो खिच्नु,1
1697,सरसफाइ गर्दै,1
1698,सामाजिक सन्जालमा अपलोड गर्नु,2
1699,कसरि सार्थकता पाउलार सफाई अभियानले ?,2
1700,सायद पुलिस रोनाल्डो को सपोटर रहेछन,1
1701,रोनाल्डो को सपोटर रहेछन,1
1702,लौ सुत्नी बेला पनि भैसकेछ कति चाडो,2
1703,कति चाडो,2
1704,बन्द को हल्ला आयो,0
1705,हल्ला आयो,0
1706,मलाई भन्या भए यो भन्दा राम्रो pic पठाईदिन्थे नि,2
1707,राम्रो pic पठाईदिन्थे नि,2
1708,सन्ध्या र आरती भन्दै नढाट है केटा को अनुहार छ त सबैमा,2
1709,सन्ध्या र आरती भन्दै नढाट है केटा को,0
1710,लु first भयर देखाओ अब,2
1711,कुनै बेला मैले नि बनाथें तर ओठ चै कमेडी भैदिरा,2
1712,कुनै बेला मैले नि बनाथें,2
1713,ओठ चै कमेडी भैदिरा,2
1714,टाउको को बिचमा चैँ के को खत हो ?,2
1715,के को खत हो ?,2
1716,कपाल र दारी मेरो जस्तै पाल्न खोज्या रैछ अलि भाछैन रे भन्दिनु है,2
1717,कपाल र दारी मेरो जस्तै पाल्न खोज्या रैछ,2
1718,अलि भाछैन रे भन्दिनु है,2
1719,रेखी हानेको कि कपाल नि त्यस्तो कोरेको अलि बुझिएन ?,2
1720,हाम्रो गाउँ को रोड भन्दा नि ठूलो रहेछ लाईन त,2
1721,ठूलो रहेछ लाईन त,2
1722,कति गाडी पार्किङ्ग गर्न मिल्ला ?,2
1723,Pokhara university better then stanford university.,1
1724,कुकुर भन्दा मान्छेको भाउ कम रहेछ कुकुर मानव बन्दै  मानव पशु बन्दै,0
1725,कुकुर भन्दा मान्छेको भाउ कम रहेछ,0
1726,कुकुर मानव बन्दै  मानव पशु बन्दै,0
1727,अघि live scores app मा देखेको थिये बिस्वास लाग्या थियेन बल्ल बिस्वास लागो,1
1728,अघि live scores app मा देखेको थिये बिस्वास लाग्या थियेन,0
1729,बल्ल बिस्वास लागो,1
1730,हेरेको थिए तर बिस्वस नलागेर तपाईंको पोस्ट हेरेको हो रहेछ,2
1731,तपाईंको पोस्ट हेरेको हो रहेछ,2
1732,के वास्तवमा हामी यो गर्न चाहन्छौं ?,2
1733,हामी यो गर्न चाहन्छौं ?,2
1734,अस्ति को झ्याप ले चोदेको छैन क्या रुतिने,0
1735,अस्ति को झ्याप ले चोदेको छैन क्या ?,0
1736,नेपाललाई लिएर जज लाई गाली गर्नु मुर्खता हो,2
1737,जज लाई गाली गर्नु मुर्खता हो,2
1738,महिलाहरू असुरक्षित छन्,0
1739,गाउँका केटीहरु बलात्कारको सिकार सहरका केटीहरु acid को सिकार ,0
1740,गाउँका केटीहरु बलात्कारको सिकार,0
1741,हरका केटीहरु acid को सिकार,0
1742,"कैले काही त यो केटाको जात देख्दा, सरम लागेर आउछ",0
1743,सरम लागेर आउछ,0
1744,Get well soon poor girl,1
1745,Kp oli देश प्रवेश गर्नासाथ किन देशमा अपराधिक क्रियाकलाप बढ्छ ?,2
1746,देशमा अपराधिक क्रियाकलाप बढ्छ,2
1747,लाईभ देखेर आको,2
1748,Pakkai Mayama doka khako le gryex,2
1749,Mayama doka khako,0
1750,Seed नपाइने मेरो देशमा acid जताततै पाइन्छ,0
1751,ani marathon sakepachi pollution hatcha ?,2
1752,Opportunity for berojgars,1
1753,nepal mathi daro jyaddati ra paap gareka raichan,0
1754,jyaddati ra paap gareka raichan,0
1755,We are waiting for modi Visit nepal 2020,2
1756,Tyo terai lagi sad news ho hamro lagi haina,2
1757,Tyo terai lagi sad news ho,2
1758,यो हिमाल कहाँ पर्छ ? ,2
1759,बाबा म त अब अष्टेलिया जाने हो |,2
1760,नेपालमा बसेर केहि होलाजस्तो छैन,0
1761,केहि होलाजस्तो छैन,2
1762,मेरो सबै साथिहरु अष्टेलिया मै छन्,2
1763,हुन त यहाँ रोजगारीको अवसर छैन,0
1764,Man vs wild in Nepal,2
1765,Mero ex laini rescue gari launa paro arko sanga basiraxe,1
1766,I thought he was holding my friends,2
1767,पोखरामा गड्याउला नि ठुला हुदा रहेछन,2
1768,गड्याउला नि ठुला हुदा रहेछन,2
1769,जेठान दाई नेपालबाट Sydney आउनुभो,2
1770,नेपालबाट Sydney आउनुभो,2
1771,Sidai mann paro vanna,1
1772,बढो घुमायर प्रचार गर्दैछ,1
1773,फणिन्द्रको साईकलमा जात्रै जात्रा हेर्न आउँदै छु म,2
1774,"दुईटा फूल जुधथ्यो, झाडी हल्लिन्थ्यो अनि पर्दामा कालो आउथ्यो त्यसपछि हिरोनीले वाक वाक गरेको फिलिम हेर्दै हुर्केको मुन्छे हुम् हामी । त्यहि भएर अहिलेको हावा फिलिमहरु हेरिदैँन",2
1775,"दुईटा फूल जुधथ्यो, झाडी हल्लिन्थ्यो अनि पर्दामा कालो आउथ्यो",2
1776,त्यसपछि हिरोनीले वाक वाक गरेको फिलिम हेर्दै हुर्केको मुन्छे हुम् हामी ,2
1777,त्यहि भएर अहिलेको हावा फिलिमहरु हेरिदैँन,0
1778,First भैयो आज,1
1779,बुवा दर्सन,1
1780,Pls don't thank government....Thank those who protest,1
1781,Thank those who protest,1
1782,kaalo matra halera bato pitch bhako bhanidaina..,2
1783,रबि लामिछाने ले आफ्नो कार्यक्रम मा देखाये पछी अलि दबाब बढेको जस्तो लाग्यो,2
1784,अलि दबाब बढेको जस्तो लाग्यो,2
1785,तर जनता सडक मा उत्रेर दबाब दिय जस्ले यो भयेको हो त्यो नै ठूलो कुरा हो,2
1786,जनता सडक मा उत्रेर दबाब दिय जस्ले यो भयेको हो,1
1787,त्यो नै ठूलो कुरा हो,1
1788,"बौद्धको बाटो पिच नहोस, यहि कुरामा सधै सरकारको बिरोध गर्न पाइयोस भन्दै केही तत्वहरु योजनाबद्ध तरिकाले पिच गर्न नदिन लागेको थिए तर सरकारले तिनिहरुको योजनालाई चक्नाचुर बनायो र उनिहरुको सबै षडयन्त्र फेल भयो",2
1789,बौद्धको बाटो पिच नहोस,0
1790,हि कुरामा सधै सरकारको बिरोध गर्न पाइयोस भन्दै केही तत्वहरु योजनाबद्ध तरिकाले पिच गर्न नदिन लागेको थिए,1
1791,सरकारले तिनिहरुको योजनालाई चक्नाचुर बनायो र उनिहरुको सबै षडयन्त्र फेल भयो,1
1792,how long will it be exist,2
1793,I still can't believe,2
1794,यो फेसबुक ग्रुपमा जोइन गर्नुहोस दलाल र ठग मेनपावर बाट बच्नुहोस,1
1795,यो फेसबुक ग्रुपमा जोइन गर्नुहोस,2
1796,दलाल र ठग मेनपावर बाट बच्नुहोस,1
1797,एक हप्ता पछि रवि लामिछानेले हातैले पिच उक्काको भिडिओ हेर्न पाइने भयो फेरी...,2
1798,हातैले पिच उक्काको भिडिओ हेर्न पाइने भयो फेरी...,2
1799,झापामा घर छ मलाई के को डर छ,1
1800,झापामा घर छ,2
1801,मलाई के को डर छ,1
1802,पिच हुनको लागी हडताल गर्नु पर्ने रहेछ,0
1803,tamaatar को भाउ badhyo भनेर हो क्या chatni नै छैन,2
1804,नेपालि खाना त धोका हो,0
1805,धोका हो,1
1806,अहिले को परीस्थीती हेर्दा सायद यहाँ को सबै भन्दा धनी ब्यक्ति मै होला जस्तो लाग्छ,1
1807,यहाँ को सबै भन्दा धनी ब्यक्ति मै होला जस्तो लाग्छ,1
1808,खायो ढिडो हल्यो हिड्यो,2
1809,हल्यो हिड्यो,0
1810,"टमाटर किन्न भनेर बजार तिर निस्केको, पैसा नपुगेर 1 रोपनि जग्गा किनेर आइयो",2
1811,पैसा नपुगेर 1 रोपनि जग्गा किनेर आइयो,2
1812,Next year tyo first seat ma mah hunxu routiney,1
1813,Bichara haru aausi ra purne ma bal bal Nepali movie herna pauxan ani na hasera k runu tw,2
1814,ani na hasera k runu tw,2
1815,Bichara haru aausi ra purne ma bal bal Nepali movie herna pauxan,0
1816,Front row tira basera film herda first time faida vayo,1
1817,film herda first time faida vayo,1
1818,आफ्नो दुख अनि जात्रा बिर्सेर केहि छिन को लागी जात्रै जात्रा हेरेर मुस्कुराउदै दर्शक हरु,1
1819,जात्रै जात्रा हेरेर मुस्कुराउदै दर्शक हरु,1
1820,Kaile YouTube ma aaula jasto vaisakyo,1
1821,Australia रे हेर्दा त अनि कुमारि हल जस्ताे छ त हैन australia मा नेपाली मात्रै छन कि australia नेपालमै पर्छ,2
1822,Australia रे हेर्दा त अनि कुमारि हल जस्ताे छ त,2
1823,हैन australia मा नेपाली मात्रै छन कि australia नेपालमै पर्छ,1
1824,त्याे भन्दा बढी त हाम्रो गाउमा गाेरू ब्याउदा हास्छन,2
1825,गाेरू ब्याउदा हास्छन,1
1826,राजेश दाईको नया मुभी नलागेसम्म फिल्म हलमा गईन्न,2
1827,फिल्म हलमा गईन्न,0
1828,भाडा माज्दा माज्दा थाकेर आराम गरेकाहरु,2
1829,थाकेर आराम गरेकाहरु,2
1830,ल म्या सब हाँस्दिरा,2
1831,अब बाइक नहुनेले पनि हेल्मेट किन्न पर्ने भयो  कतै जादा पनि हेल्मेट bag मा बोकेर हिंड्न् पर्ने भयो कसैले फ्याट्ट लिफ्ट दिए भने झिक्यो लगायो,2
1832,अब बाइक नहुनेले पनि हेल्मेट किन्न पर्ने भयो,0
1833,कतै जादा पनि हेल्मेट bag मा बोकेर हिंड्न् पर्ने भयो,2
1834,फ्याट्ट लिफ्ट दिए भने झिक्यो लगायो,2
1835,यहाँ गर्व गर्न लायक कुराे चाहि केही छैन है,0
1836,लायक कुराे चाहि केही छैन,0
1837,Helmet pasal haru ko sabai helmet order cancel bhayeko cha.,2
1838,Yedi hune ho vane ghar maa bike navayeni helmet chai vetinxa,2
1839,maa bike navayeni helmet chai vetinxa,2
1840,चिट काटेपनि पछाडि बस्ने मान्छेको काटे त ठिकै हुन्थ्यो हेल्मेट लगाउने बानी बस्थ्यो त्यो कपाल कोले उडाईदिने फेरी हेल्मेट लगाएपछि,1
1841,चिट काटेपनि पछाडि बस्ने मान्छेको काटे त ठिकै हुन्थ्यो,1
1842,हेल्मेट लगाउने बानी बस्थ्यो,1
1843,कपाल कोले उडाईदिने फेरी हेल्मेट लगाएपछि,2
1844,राज्यको ढुकुटी बाट यस्ता यस्ता मोटरसाइकल किनेर हाफ पाइन्ट र चप्पल लगाएर कुन सरकारी कार्यलय मा कस्तो काम गर्न जाँदैछन यी राष्ट्रसेवक ?,2
1845,हेल्मेट बेच्ने फिलिङ रुन्चे विथ कमिशन खाने मन्त्रीहरु एन्ड ९९९ अरुहरु,0
1846,हेल्मेट बेच्ने फिलिङ रुन्चे,0
1847,ह्या मुला हेल्मेट किनिसके मैले। अब के सुत्दा लगाउ त्यो हेल्मेट ?,0
1848,ह्या मुला हेल्मेट किनिसके मैले,0
1849,के सुत्दा लगाउ त्यो हेल्मेट ?,0
1850,class मा हुँदा सुत्न पाउने rule पनि implement गर्नु पर्‍यो सरकार ।,0
1851,rule पनि implement गर्नु पर्‍यो सरकार ।,2
1852,जिम्मेवारी बोकेर हिड्नु छ म दुई/दुई वटा हेल्मेट बोकेेर हिड्न सक्दिन सरकार,1
1853,जिम्मेवारी बोकेर हिड्नु छ म,2
1854,दुई/दुई वटा हेल्मेट बोकेेर हिड्न सक्दिन सरकार,0
1855,भने पछि अब हामी जस्ता बाइक नहुनेलाइ हेल्मेट नकिने नि हुने भो,2
1856,हेल्मेट नकिने नि हुने भो,2
1857,को बन्छ करोड पति भाग 42 मा 34 मिनेट 17 सेकेन्ड जादा खेरी रु एक करोड को प्रश्न को उत्तर बाहिरी या अन्य कतै बाट सानू आवाजमा माघ हो माघ भनीएको सुन्न सकिन्छ ।के यो साचिकै अरु मान्छे भनिएको हो ?,2
1858,"Take 10,000 rupess loan from your Girlfriend she will never leave you.",2
1859,she will never leave you.,1
1860,"Take 10,000 rupess loan from your Girlfriend",1
1861,अनि अरु सुना,2
1862,भनेसि यो सुड्डो UK को बडाअध्क्षय भयो,0
1863,यो सुड्डो,0
1864,Bujhya ho ni originally Prabat re aba niu khoj ta,2
1865,aba niu khoj ta,2
1866,Sansar ko junai kuna ma gaye ni Nepali lai Rajniti chai garnai parcha.,2
1867,Nepali lai Rajniti chai garnai parcha.,2
1868,"कोई नेपाली बेलायती मेयर भैसके,आफू भने माईक्रो मा कार्ड देखाउदै हिडिराछु",0
1869,कोई नेपाली बेलायती मेयर भैसके,2
1870,आफू भने माईक्रो मा कार्ड देखाउदै हिडिराछु,2
1871,हैट नेपाली हो नि,1
1872,i am proud for him although is nomore citizen of Nepal,1
1873,i am proud for him,1
1874,nomore citizen of Nepal,0
1875,सुनको होला कि नाइ त्यो माला,2
1876,सुनको होला कि नाइ,2
1877,नेपाल जस्तै बनाउ शुभकामना।,1
1878,उनलाई नेपाली बोल्न त आउँछ ?,2
1879,daju पर्बतेली कडा निस्के त्,1
1880,कडा निस्के त्,1
1881,Sagarmatha chadni buddhi huni ly kt mathi chadnu aghi ali kati buddhi lagako bhaya,1
1882,kt mathi chadnu aghi ali kati buddhi lagako bhaya,1
1883,"कामिरिता शेर्पा एक हप्तामा दुई दुई पटक सगरमाथा को टुप्पोमा पुगेर फर्किसके, एउटा लामो डोरी उनैलाई दिएर पठाइएको भए त अस्ति काम सकिने रछ नि",2
1884,कामिरिता शेर्पा एक हप्तामा दुई दुई पटक सगरमाथा को टुप्पोमा पुगेर फर्किसके,1
1885,एउटा लामो डोरी उनैलाई दिएर पठाइएको भए त अस्ति काम सकिने रछ नि,2
1886,"मलाई आश्चर्य लाग्छ,",2
1887,"मलाई अचम्म लाग्छ,",2
1888,"मलाई अनौठो लाग्छ,",2
1889,"मलाई उदेक लाग्छ,",2
1890,"मलाई ताज्जुप लाग्छ,",2
1891,"मलाई उल्का लाग्छ,",2
1892,"म चकित हुन्छु,",2
1893,म छक्क पर्छु!!,2
1894,म हेरेको हेरै हुन्छु,2
1895,म दङ्ग पर्छु.,2
1896,"ल म्याचिस, 5 mtr जग्गालाई पाँच मिनेट नापेर पन्ध्र हजार माग्नेहरू सगरमाथा नै नाप्न गए भनेपछि बजेट त राम्रै पाे खर्च हाेला जस्ताे छ त",2
1897,सगरमाथा नै नाप्न गए भनेपछि बजेट त राम्रै पाे खर्च हाेला जस्ताे छ त,1
1898,"ल म्याचिस, 5 mtr जग्गालाई पाँच मिनेट नापेर पन्ध्र हजार माग्नेहरू",0
1899,नापेर सकियो फर्किदै पनि छन तै पनि कसरी 6 महिना पछी मात्र थाहा हुने ? कि अरु जसो यो पनि अन्तर्राष्ट्रियको आदेस झै पर्खेको थाहा हुनलाई ? पत्रकार ले लेख्न नजान्या हुन कि जनताले नबुज्या हुन कि सरकारले ?,2
1900,नापेर सकियो फर्किदै पनि छन तै पनि कसरी 6 महिना पछी मात्र थाहा हुने ?,2
1901,कि अरु जसो यो पनि अन्तर्राष्ट्रियको आदेस झै पर्खेको थाहा हुनलाई ?,0
1902,पत्रकार ले लेख्न नजान्या हुन कि जनताले नबुज्या हुन कि सरकारले ?,2
1903,पत्रकार ले लेख्न नजान्या हुन,0
1904,जनताले नबुज्या हुन,0
1905,Feeling confused with ramesh uncle ko xoro & 99 others,0
1906,Feeling confused,0
1907,नाक कोटयाएर तेहि औंला मुख मा हाल्ने हरु को पनि छुट्टै swag छ बाबै।,0
1908,नाक कोटयाएर तेहि औंला मुख मा हाल्ने हरु,0
1909,छुट्टै swag छ बाबै,2
1910,हाम्रो सत्तामा जाने दिन कहिल्यै आउन्न,0
1911,जाने दिन कहिल्यै आउन्न,2
1912,फोटो खिच्दा साइड मा तोप हानेर बसिराथे,0
1913,साइड मा तोप हानेर बसिराथे,0
1914,यो त भर्खर सुरु मात्रै हो अझै हेर के के आउछ,2
1915,अझै हेर के के आउछ,2
1916,यो त भर्खर सुरु मात्रै हो,2
1917,अहिले चै कसरी पत्ता लाग्यो र?,2
1918,अल्लि दुई तीन महिना पछि पत्ता लाको भा कति गजब हुनि,1
1919,कति गजब हुनि,1
1920,कस्तो नियम हो यो ढुंगे यूगमा बसे जस्तै बस्नु पर्ने,0
1921,कस्तो नियम हो यो,2
1922,ढुंगे यूगमा बसे जस्तै बस्नु पर्ने,0
1923,हरेक कुरामा सकारात्मक र नकारात्मक कुरा हुन्छ,1
1924,हेरेको थिए तर बिस्वस लागेन,0
1925,"जताततै बमको मात्रै हल्ला...पाध्न नि डर लाग्यो, कतै बम पड्क्यो भनेर भागाभाग हुन बेर छैन",0
1926,जताततै बमको मात्रै हल्ला..,0
1927,पाध्न नि डर लाग्यो,0
1928,कतै बम पड्क्यो भनेर भागाभाग हुन बेर छैन,0
1929,When you try to make bomb with the help of YouTube tutorials ?,2
1930,Whats the update refarding the rumours of strike tomorrow???,2
1931,Hope Drake won't come in Toronto !,2
1932,Raise your hand who are supporting Golden state warriors?,2
1933,"बचपन होइन बालापन भनिन्छ नेपाली भासामा। नाम भने रुटिन अफ नेपाल बन्द छ, शब्द भने अरु नै छ। स्पष्ट नेपाली लेख्न आउदैन भने ""नेपाल"" शब्द हटाउदा हुन्छ।",0
1934,बचपन होइन बालापन भनिन्छ नेपाली भासामा।,2
1935,"नाम भने रुटिन अफ नेपाल बन्द छ, शब्द भने अरु नै छ",0
1936,"स्पष्ट नेपाली लेख्न आउदैन भने ""नेपाल"" शब्द हटाउदा हुन्छ",2
1937,"लौ सिक्कामा थुक कि सुक चै गरिएन है। ढुङ्गामा गरियो, अरु अरुमा पनि गरियो तर सिक्कामा कि Head कि tail कि गाई कि त्रिशुल नै गरियो।",2
1938,लौ सिक्कामा थुक कि सुक चै गरिएन है।,2
1939,सिक्कामा कि Head कि tail कि गाई कि त्रिशुल नै गरियो,2
1940,हामी त बाले दिनुभएको गाइ पैसाले गर्थेउ दस रूपैया भएत जोजो चाउचाउ पो खाइन्थ्यो,2
1941,दस रूपैया भएत जोजो चाउचाउ पो खाइन्थ्यो,2
1942,तर मलाई चाहि जान अल्छी लाग्छ कोहि मेरो साट्टो गइदेउ र eid मनाइदेउ है ।,0
1943,कोहि मेरो साट्टो गइदेउ र eid मनाइदेउ है ।,2
1944,मलाई चाहि जान अल्छी लाग्छ,2
1945,फलानोले त यस्तो गर्‍यो तँ भने ढुकु लन्ठक भन्चन्,0
1946,तँ भने ढुकु लन्ठक,2
1947,लेउ यहि खुसि मा चकलेट खाउ,1
1948,खुसि मा चकलेट खाउ,1
1949,नजाने ठाउँ को बाटो नसोधेकै राम्रो,1
1950,बाटो नसोधेकै राम्रो,2
1951,भनेको मान्नलाइ तह लगाएर राख्नुपर्यो नि,1
1952,तह लगाएर राख्नुपर्यो नि,2
1953,अाफ्ना छोराछोरी तह लाउन नसक्ने अनि सबैले परिणाम भोग्नुपर्ने,0
1954,अाफ्ना छोराछोरी तह लाउन नसक्ने अनि,0
1955,सबैले परिणाम भोग्नुपर्ने,2
1956,त्यत्रो त्यत्रो मोबाइल किन दिनुपर्छ बच्चालाई,2
1957,मोबाइल किन दिनुपर्छ बच्चालाई ?,2
1958,थाहा छत कति गाह्रो हुन्छ भुल्न,0
1959,गाह्रो हुन्छ भुल्न,2
1960,तिमीलाई सधैं अगाडि राखन मन थियो,1
1961,अगाडि राखन मन थियो,2
1962,"आँखा भन्दा अगाडि,",1
1963,मन भन्दा अगाडि,1
1964,अनी जीवन भन्दा अगाडि,2
1965,तेसैले त तिम्रो नामको पहिले अक्षर मात्र अगाडि राख्न पायको छु।,1
1966,"सपना अनि समझना,",2
1967,सुन्दा फरक छन ,2
1968,"मेरो जिवनमा दुबैले यौटै अर्थ राख्छ,",2
1969,जिवनका दुइ भिन्न पाटा आज यौटै भयका छन,0
1970,"नाम को अगाडीको ""s"" पनि सपना र सम्झना को s हो कि महेश?",2
1971,हुदैन बिहान मिर्मिरे मा तारा झरेर नगए,1
1972,छिनको छिनमै झुट बोल्दिने तरिका हो,0
1973,बरु उनलाई भुल्न सकिएका तर पबजि भुल्न सकदिन,2
1974,पबजि भुल्न सकदिन,2
1975,केही मत्रामा सभ्य लुगा अनि अलि खुकुलो लुगा लगाएर गएको भए राम्रो,1
1976,अलि खुकुलो लुगा लगाएर गएको भए राम्रो,2
1977,यो देश मा लभ गर्ने बाताबरण नै छैन,0
1978,ताइनतुइ का चटक देखाएर बस्छ्स मुला,0
1979,यो ठीक गरेन भोस्डिकी सरकारले,0
1980,भोस्डिकी,0
1981,अनसन जुलुस बिरोध केही त हुनु पर्यो नि,0
1982,केही त हुनु पर्यो नि,2
1983,अनुमान जे गर्दा नि भयो नि,2
1984,खै प्रतिपक्ष को भुमिका निर्बाह गरेको ?,2
1985,के मजाक हो यो आन्टिको,2
1986,सबै चोर छन हाम्रो देश मा,0
1987,भुँडी फुटेर मरोस सब का सब,0
1988,भुँडी फुटेर मरोस,0
1989,त्यसैत झगडा गर्न खप्पिस छन नेपालि,2
1990,झगडा गर्न खप्पिस,0
1991,नेपालमा नि गर्दिए आनन्दै हुन्थियो,1
1992,ल कुरा त ठिकै हो तर हास्ने चै कुन बेला,2
1993,ल कुरा त ठिकै हो,2
1994,हास्ने चै कुन बेला ?,2
1995,अब अल्छी लागेको बेला चटक हेर्न,2
1996,दुनियाको नौटन्की हेर्न पर्दैन ,2
1997,हेर्न पर्दैन,2
1998,के अर्को ग्रह मा जान्छन रे.. तेस्रो लिङ्गी हरु,0
1999,के अर्को ग्रह मा जान्छन रे,2
2000,तेस्रो लिङ्गी हरु,0
2001,यसमा आपत्तिजनक कुरा केही छैन,1
2002,सिस्नु पानी लगाउनु पर्छ सप्पै जना लाई,0
2003,सिस्नु पानी लगाउनु पर्छ,0
2004,यो धर्तीमा खुसी संग बस्नी बाताबरण नै छैन,0
2005,बस्नी बाताबरण नै छैन,0
2006,गरि खान दिने भएनन्,0
2007,खबर सुनेपछि नराम्रो लगेयो,0
2008,नराम्रो लगेयो,0
2009,म यो दैनिक पढ्नको लागि प्रयोग गर्दैछु,1
2010,पढ्नको लागि प्रयोग गर्दैछु,1
2011,छिटो बन्द गर यो नाटक,0
2012,हेर्नुस अब नेपाल मा नयाँ नाटक,1
2013,नेपाल मा नयाँ नाटक,2
2014,मान्नै पर्छ नेपालीहरुको चटक लाई,1
2015,थुईइक तिमीहरुको कुहिएको बुद्दी,0
2016,कुहिएको बुद्दी,0
2017,बल्ल राम्रो देखियो तलाई यो लगाएको,1
2018,कतिबेला डोजर लाएर मार्छ अत्तोपत्तो छैन ,0
2019,डोजर लाएर मार्छ,0
2020,बधाई छ येस्को बिरोध मा लाग्ने स्थानियबासी ,1
2021,समाजसेवा कसैको कमाइखाने भाडो बनाउन दिनुहुदैन,1
2022,ढिलो आयो तर कडा आयो,1
2023,ढिलो आयो,0
2024,कडा आयो,1
2025,शत्रु लागेपछि यस्तै हाे,0
2026,शत्रु लागेपछि,0
2027,यस्तै हाे,2
2028,"दोषी प्रकाउ परिसक्यो,अव किन काम रोक्नु र",1
2029,अव किन काम रोक्नु र,2
2030,दोषी प्रकाउ परिसक्यो,1
2031,अब यहि सुनन् बाकि थियो भोष्डि,0
2032,भोष्डि,0
2033,अब यहि सुनन् बाकि थियो,2
2034,अनि यो चुरोट खाने सग बस्दा चाहिँ मारिन्छ कि मरिदैन ?,2
2035,मारिन्छ कि मरिदैन ?,2
2036,अनि यो चुरोट खाने सग बस्दा चाहिँ मारिन्छ ?,2
2037,चुरोट खाने सग बस्दा ,0
2038,यो कुरा ले मेरो मन कटक्क खायो रुटिने दाजु,0
2039,मन कटक्क खायो,0
2040,यो कुरा ले मेरो मन कटक्क खायो,0
2041,यस्तो खबर सुन्दा मुटु पोल्छ रबि दाइ,0
2042,मुटु पोल्छ रबि दाइ,0
2043,यस्तो खबर सुन्दा मुटु पोल्छ,0
2044,तेसैले केटा केटी हो चुरोट छाडेर तोप खाउ तोप,0
2045,चुरोट छाडेर तोप खाउ,0
2046,तेसैले केटा केटी हो चुरोट छाड,1
2047,राम्रो सङ चुरोट खाने वातावरण नि छैन देश मा,2
2048,खाने वातावरण नि छैन देश मा,0
2049,वातावरण नि छैन देश मा,0
2050,देशको उन्नति र प्रगतिको बाधक बन्न खोज्नेलाई कडा भन्दा कडा सजाय होस ।,1
2051,कडा भन्दा कडा सजाय होस ,1
2053,खोइ कारबाही कसले के गर्ला र त्यो कुकुर लाइ,0
2054,"घुस खान नपाएर रचेको जाल हो""",0
2055,खोइ कारबाही कसले के गर्ला,2
2056,त्यो कुकुर लाइ,0
2057,घुस खान नपाएर रचेको जाल हो,0
2058,गौतमबुद्द अन्तराष्ट्रिए क्रिकेट स्टडिएमको नराम्रो खबरले हामि सबै दुखि छौ ,1
2059,नराम्रो खबरले हामि सबै दुखि छौ,1
2060,"यति खतरा पोष्ट गर्या छ, यो रुटिनेले पनि सही मात्रै बना छ, यो पोष्ट त सही मात्रै हैन असही,ईन्सपेक्टर,डीएसपी...आईजिपि नै छ",2
2061,यति खतरा पोष्ट गर्या छ,1
2062,यो रुटिनेले पनि सही मात्रै बना छ,1
2063,"ो पोष्ट त सही मात्रै हैन असही,ईन्सपेक्टर,डीएसपी...आईजिपि नै छ",1
2065,"आफ्नो दुख-बेदना अरुलाइ सुनाएर के गर्नु रविदाइ ,आपत-बिपतमा साथ दिने कोही हुदैन",1
2066,आफ्नो दुख-बेदना अरुलाइ सुनाएर के गर्नु,1
2067,"रविदाइ ,आपत-बिपतमा साथ दिने कोही हुदैन",1
2068,साथ दिने कोही हुदैन,0
2069,रक्सिको भाउ बढ्यो रबि दाइ लोकल खाँदा मन कटक्कै खान्छ।,2
2070,रक्सिको भाउ बढ्यो,0
2071,लोकल खाँदा मन कटक्कै खान्छ,2
2072,मन कटक्कै खान्छ,0
2073,सब जना एक दिन भेला भएर सब लाई समातेर सामाजिक हिसाब ले कारवाही गरम आउनुस साथ दिनुस,1
2074,आउनुस साथ दिनुस,1
2075,सब जना एक दिन भेला भएर सब लाई समातेर सामाजिक हिसाब ले कारवाही गरम,0
2076,हरेक समाजसेवा लाग्ने युवालाइ ठोस पुगेको छ,1
2077,युवालाइ ठोस पुगेको छ,0
2078,समाजसेवा लाग्ने युवा,1
2079,ठोस पुगेको छ,0
2080,आफुले सहयोग गर्नु परै जाओस् उल्टै राम्रो काम हुन लाग्दा तगारो बनेर बस्छन् 0,0
2081,आफुले सहयोग गर्नु परै जाओस्,0
2082,उल्टै राम्रो काम हुन लाग्दा तगारो बनेर बस्छन्,0
2083,सहयोग गर्न सक्दैनौ भने राम्रो काम को थालनी हुने कुरामा तगारो पनि नबनिदेउ1,1
2084,राम्रो काम को थालनी,1
2085,तगारो पनि नबनिदेउ,1
2086,सहयोग गर्न सक्दैनौ,0
2087,हरेक कृकेट प्रेमी लाई निरास बनाएको छ,2
2088,हरेक कृकेट प्रेमी,2
2089,निरास बनाएको छ,0
2090,बादँरले आफ्नो घर नि बनाउँदैन अर्काको नि बनाउन दिदैन भन्या यहि यो ,0
2091,बादँरले आफ्नो घर नि बनाउँदैन,0
